"","rules","support","confidence","coverage","lift","count"
"39","{B27} => {B32}",0.00973944893032548,0.262331838565022,0.0371264463497877,5.06654722939166,234
"40","{B27} => {B24}",0.0114459335719637,0.308295964125561,0.0371264463497877,4.50828900430963,275
"41","{B27} => {B10}",0.0115707983018397,0.311659192825112,0.0371264463497877,3.10058955147666,278
"42","{P39} => {P1}",0.0102389078498294,0.364985163204748,0.0280529426454674,3.86987357950453,246
"43","{A14} => {A13}",0.00990593523682677,0.275782155272306,0.0359194206276534,4.64001544998069,238
"44","{A14} => {A9}",0.00973944893032548,0.271147161066049,0.0359194206276534,4.0488388388893,234
"45","{A14} => {A12}",0.0101140431199534,0.281575898030127,0.0359194206276534,4.11505019834054,243
"46","{A14} => {A3}",0.00965620577707484,0.26882966396292,0.0359194206276534,3.97226414906096,232
"47","{A14} => {A10}",0.0111545825355864,0.310544611819235,0.0359194206276534,4.12673940462884,268
"48","{A14} => {A5}",0.01032215100308,0.287369640787949,0.0359194206276534,3.54250538202733,248
"49","{A14} => {A15}",0.0097810705069508,0.272305909617613,0.0359194206276534,2.93777358979469,235
"50","{A14} => {A1}",0.010447015732956,0.290845886442642,0.0359194206276534,3.32122778881697,251
"51","{A14} => {A11}",0.0158578206942479,0.441483198146002,0.0359194206276534,4.32236158054436,381
"52","{A14} => {A2}",0.0136934987097311,0.381228273464658,0.0359194206276534,3.58208466885486,329
"53","{C57} => {C56}",0.0111545825355864,0.360699865410498,0.0309248314326147,8.45480484522207,268
"54","{C56} => {C57}",0.0111545825355864,0.261463414634146,0.0426621160409556,8.45480484522207,268
"55","{P33} => {P16}",0.0106551236160826,0.334640522875817,0.0318405061183718,6.1942012346798,256
"56","{P33} => {P1}",0.00919836843419629,0.288888888888889,0.0318405061183718,3.06303814847504,221
"57","{P48} => {P1}",0.0105718804628319,0.336870026525199,0.0313826687754932,3.5717737234309,254
"58","{A18} => {A16}",0.00990593523682677,0.271379703534778,0.0365021227004079,5.26244451745486,238
"59","{A18} => {A17}",0.0103637725797053,0.283922462941847,0.0365021227004079,5.06047558949616,249
"60","{A18} => {A13}",0.011487555148589,0.314709236031927,0.0365021227004079,5.29496085777526,276
"61","{A18} => {A15}",0.010197286273204,0.279361459521095,0.0365021227004079,3.01389242319435,245
"62","{A18} => {A1}",0.0102805294264547,0.281641961231471,0.0365021227004079,3.21612631204721,247
"63","{A18} => {A11}",0.0126945808707234,0.347776510832383,0.0365021227004079,3.40492194346326,305
"64","{A18} => {A2}",0.01032215100308,0.282782212086659,0.0365021227004079,2.65706899788583,248
"65","{C12} => {C17}",0.0128610671772247,0.382899628252788,0.0335886123366353,6.66633802058079,309
"66","{C12} => {C5}",0.00953134104719887,0.283767038413879,0.0335886123366353,4.14707230226998,229
"67","{C11} => {C1}",0.00915674685757096,0.270935960591133,0.0337967202197619,6.30766219880093,220
"68","{C11} => {C17}",0.00957296262382419,0.283251231527094,0.0337967202197619,4.93144499178982,230
"69","{B14} => {B12}",0.0146924165487389,0.333333333333333,0.0440772496462166,6.28130718954248,353
"70","{B12} => {B14}",0.0146924165487389,0.276862745098039,0.0530675101972863,6.28130718954248,353
"71","{B14} => {B11}",0.0150253891617414,0.340887629839471,0.0440772496462166,5.72338657898193,361
"72","{B11} => {B14}",0.0150253891617414,0.252271139063592,0.0595604761508366,5.72338657898193,361
"73","{B14} => {B13}",0.0126529592940981,0.287063267233239,0.0440772496462166,3.85306260253955,304
"74","{B14} => {B10}",0.0214767335386664,0.487252124645892,0.0440772496462166,4.84750291790568,516
"75","{B14} => {B4}",0.0111545825355864,0.253068932955618,0.0440772496462166,1.89297452776827,268
"76","{C9} => {C5}",0.00986431366020145,0.289024390243902,0.0341296928327645,4.22390510948905,237
"77","{P23} => {P1}",0.0106551236160826,0.320400500625782,0.0332556397236327,3.39715023302517,256
"78","{P12} => {P1}",0.0126113377174727,0.341986455981941,0.0368767168900358,3.62602232631162,303
"79","{C7} => {C5}",0.0123616082577208,0.289473684210526,0.042703737617581,4.2304712511205,297
"80","{B19} => {B26}",0.0116956630317156,0.290589451913133,0.0402480645966869,6.20044597838805,281
"81","{B19} => {B32}",0.0102805294264547,0.255429162357808,0.0402480645966869,4.93323235917097,247
"82","{B19} => {B31}",0.0128610671772247,0.319544984488108,0.0402480645966869,6.16162744567518,309
"83","{B19} => {B23}",0.0156497128111213,0.388831437435367,0.0402480645966869,7.4856282979344,376
"84","{B23} => {B19}",0.0156497128111213,0.301282051282051,0.0519437276284026,7.4856282979344,376
"85","{B19} => {B15}",0.0106967451927079,0.265770423991727,0.0402480645966869,4.7159528853953,257
"86","{B19} => {B13}",0.0106967451927079,0.265770423991727,0.0402480645966869,3.56726268537723,257
"87","{B19} => {B24}",0.016648630650129,0.413650465356774,0.0402480645966869,6.04891423046978,400
"88","{B19} => {B10}",0.0136102555564805,0.338159255429162,0.0402480645966869,3.36422951177683,327
"89","{P17} => {P6}",0.0109048530758345,0.288546255506608,0.0377923915757929,4.9412775016406,262
"90","{P17} => {P1}",0.0141097144759843,0.373348017621145,0.0377923915757929,3.95854345603073,339
"91","{B26} => {B32}",0.0145259302422376,0.309946714031972,0.0468658952801132,5.98615735637633,349
"92","{B32} => {B26}",0.0145259302422376,0.280546623794212,0.0517772413219013,5.98615735637633,349
"93","{B26} => {B31}",0.0142762007824856,0.30461811722913,0.0468658952801132,5.87380006785479,343
"94","{B31} => {B26}",0.0142762007824856,0.275280898876405,0.0518604844751519,5.87380006785479,343
"95","{B26} => {B23}",0.0121951219512195,0.260213143872114,0.0468658952801132,5.00952002778157,293
"96","{B26} => {B24}",0.0187713310580205,0.400532859680284,0.0468658952801132,5.85709220126507,451
"97","{B24} => {B26}",0.0187713310580205,0.274497869750456,0.068384250395405,5.85709220126507,451
"98","{B26} => {B10}",0.0151086323149921,0.322380106571936,0.0468658952801132,3.20724821552685,363
"99","{A31} => {A4}",0.0135270124032298,0.284588441330998,0.0475318405061184,3.07442531088964,325
"100","{P2} => {P4}",0.0107383667693332,0.284454244762955,0.0377507699991676,6.90333099462096,258
"101","{P4} => {P2}",0.0107383667693332,0.260606060606061,0.0412053608590693,6.90333099462096,258
"102","{P2} => {P3}",0.0123616082577208,0.327453142227122,0.0377507699991676,7.843857622282,297
"103","{P3} => {P2}",0.0123616082577208,0.296111665004985,0.0417464413551985,7.843857622282,297
"104","{P2} => {P6}",0.0104053941563306,0.275633958103638,0.0377507699991676,4.72015785987029,250
"105","{P2} => {P1}",0.0223091650711729,0.590959206174201,0.0377507699991676,6.26583666705267,536
"106","{P2} => {A2}",0.0106551236160826,0.282249173098126,0.0377507699991676,2.65206047432756,256
"107","{B2} => {B3}",0.0116956630317156,0.251117068811439,0.0465745442437359,5.18773748517939,281
"108","{B2} => {B4}",0.0213518688087905,0.458445040214477,0.046574544243736,3.42920315572635,513
"109","{B17} => {B16}",0.0144843086656123,0.26585179526356,0.0544826438025472,5.045304291471,348
"110","{B16} => {B17}",0.0144843086656123,0.274881516587678,0.0526929160076584,5.045304291471,348
"111","{B17} => {B10}",0.0154416049279947,0.283422459893048,0.0544826438025472,2.81967205854674,371
"112","{B17} => {B4}",0.0161907933072505,0.297173414820474,0.0544826438025472,2.22287934759549,389
"113","{P4} => {P3}",0.0124448514109714,0.302020202020202,0.0412053608590693,7.23463347331742,299
"114","{P3} => {P4}",0.0124448514109714,0.298105682951147,0.0417464413551985,7.23463347331742,299
"115","{P4} => {A11}",0.0106967451927079,0.25959595959596,0.0412053608590693,2.54158619610942,257
"116","{P4} => {P1}",0.0168151169566303,0.408080808080808,0.0412053608590693,4.3268091328109,404
"117","{B16} => {B15}",0.0145259302422376,0.27567140600316,0.0526929160076584,4.89164047314026,349
"118","{B15} => {B16}",0.0145259302422376,0.257754800590842,0.0563556147506868,4.89164047314026,349
"119","{B16} => {B13}",0.0134021476733539,0.25434439178515,0.0526929160076584,3.41389852348046,322
"120","{B16} => {B10}",0.0157745775409973,0.299368088467615,0.0526929160076584,2.97830960394323,379
"121","{B16} => {B4}",0.0148172812786148,0.281200631911532,0.0526929160076584,2.10340173795345,356
"122","{B3} => {B4}",0.0208940314659119,0.431642304385211,0.0484058936152501,3.22871668902835,502
"123","{B12} => {B11}",0.0183967368683926,0.346666666666667,0.0530675101972863,5.82041462846494,442
"124","{B11} => {B12}",0.0183967368683926,0.308874912648498,0.0595604761508366,5.82041462846494,442
"125","{B12} => {B13}",0.0205610588529093,0.387450980392157,0.0530675101972863,5.20050125972177,494
"126","{B13} => {B12}",0.0205610588529093,0.275977653631285,0.0745026221593274,5.20050125972177,494
"127","{B12} => {B10}",0.0265961874635811,0.501176470588235,0.0530675101972863,4.98603142126416,639
"128","{B10} => {B12}",0.0265961874635811,0.264596273291925,0.100516107550154,4.98603142126416,639
"129","{B12} => {B4}",0.0140264713227337,0.264313725490196,0.0530675101972863,1.97708641613557,337
"130","{B32} => {B31}",0.0165237659202531,0.319131832797428,0.0517772413219013,6.15366084654173,397
"131","{B31} => {B32}",0.0165237659202531,0.318619582664527,0.0518604844751519,6.15366084654173,397
"132","{B32} => {B24}",0.0203945725464081,0.393890675241158,0.0517772413219013,5.75996187665493,490
"133","{B24} => {B32}",0.0203945725464081,0.298234936092514,0.068384250395405,5.75996187665493,490
"134","{B32} => {B10}",0.0144010655123616,0.278135048231511,0.0517772413219013,2.7670694280788,346
"135","{B31} => {B23}",0.0142762007824856,0.275280898876405,0.0518604844751519,5.29959845865745,343
"136","{B23} => {B31}",0.0142762007824856,0.274839743589744,0.0519437276284026,5.29959845865745,343
"137","{B31} => {B24}",0.0174810621826355,0.337078651685393,0.0518604844751519,4.92918544454854,420
"138","{B24} => {B31}",0.0174810621826355,0.255629945222155,0.068384250395405,4.92918544454854,420
"139","{B31} => {B10}",0.0165237659202531,0.318619582664527,0.0518604844751519,3.16983606339458,397
"140","{A21} => {A16}",0.0132772829434779,0.283555555555556,0.0468242737034879,5.49855187875527,319
"141","{A16} => {A21}",0.0132772829434779,0.257465698143664,0.0515691334387747,5.49855187875527,319
"142","{A21} => {A13}",0.0124032298343461,0.264888888888889,0.0468242737034879,4.45673700591348,298
"143","{A21} => {A15}",0.0121951219512195,0.260444444444444,0.0468242737034879,2.80980611684878,293
"144","{A21} => {A11}",0.0139848497461084,0.298666666666667,0.0468242737034879,2.92410975278457,336
"145","{P16} => {P1}",0.0142762007824856,0.264252696456086,0.0540248064596687,2.80182492720827,343
"146","{A16} => {A13}",0.016773495380005,0.325262308313156,0.0515691334387747,5.47251555989627,403
"147","{A13} => {A16}",0.016773495380005,0.282212885154062,0.0594356114209606,5.47251555989627,403
"148","{A16} => {A15}",0.0164821443436277,0.319612590799031,0.0515691334387747,3.44814194276494,396
"149","{A16} => {A11}",0.0135686339798552,0.263115415657789,0.0515691334387747,2.5760435927441,326
"150","{B23} => {B24}",0.0183551152917673,0.353365384615385,0.0519437276284026,5.16735041434524,441
"151","{B24} => {B23}",0.0183551152917673,0.268411442483262,0.068384250395405,5.16735041434524,441
"152","{B23} => {B10}",0.0135270124032298,0.260416666666667,0.0519437276284026,2.59079537612146,325
"153","{B23} => {B4}",0.0133605260967285,0.257211538461538,0.0519437276284026,1.92396152648721,321
"154","{B15} => {B13}",0.0186464663281445,0.330871491875923,0.0563556147506868,4.44107176749214,448
"155","{B13} => {B15}",0.0186464663281445,0.250279329608939,0.0745026221593274,4.44107176749214,448
"156","{B15} => {B10}",0.0227670024140514,0.403988183161004,0.0563556147506868,4.01913875305437,547
"157","{B15} => {B4}",0.0158578206942479,0.281388478581979,0.0563556147506868,2.10480684508426,381
"158","{P3} => {P6}",0.0105718804628319,0.253240279162512,0.0417464413551985,4.33667209348434,254
"159","{P3} => {P1}",0.0215183551152918,0.515453639082752,0.0417464413551985,5.46526440097184,517
"160","{B11} => {B13}",0.0185216015982685,0.310971348707198,0.0595604761508366,4.17396515309449,445
"161","{B11} => {B10}",0.0253059185881961,0.424877707896576,0.0595604761508366,4.22696141197645,608
"162","{B10} => {B11}",0.0253059185881961,0.25175983436853,0.100516107550154,4.22696141197645,608
"163","{B11} => {B4}",0.0152334970448681,0.255765199161426,0.0595604761508366,1.91314280045218,366
"164","{A7} => {A8}",0.0212686256555398,0.365260900643317,0.0582285856988263,6.3963253635979,511
"165","{A8} => {A7}",0.0212686256555398,0.372448979591837,0.0571048031299426,6.39632536359791,511
"166","{A7} => {A6}",0.0182302505618913,0.313080771979986,0.0582285856988263,4.79724402269843,438
"167","{A6} => {A7}",0.0182302505618913,0.279336734693878,0.0652626321485058,4.79724402269843,438
"168","{A7} => {A9}",0.0194372762840256,0.333809864188706,0.0582285856988263,4.98453436730756,467
"169","{A9} => {A7}",0.0194372762840256,0.290242386575513,0.066969116790144,4.98453436730756,467
"170","{A7} => {A12}",0.0158578206942479,0.272337383845604,0.0582285856988263,3.98003527023995,381
"171","{A7} => {A3}",0.0208940314659119,0.358827734095783,0.0582285856988263,5.30208803160226,502
"172","{A3} => {A7}",0.0208940314659119,0.308733087330873,0.0676766835927745,5.30208803160226,502
"173","{A7} => {A10}",0.020769166736036,0.356683345246605,0.0582285856988263,4.73986396730914,499
"174","{A10} => {A7}",0.020769166736036,0.275995575221239,0.0752518105385832,4.73986396730914,499
"175","{A7} => {A5}",0.0236410555231832,0.406004288777698,0.0582285856988263,5.00495589644586,568
"176","{A5} => {A7}",0.0236410555231832,0.291431503335044,0.0811204528427537,5.00495589644586,568
"177","{A7} => {A1}",0.0169399816865063,0.290922087205147,0.0582285856988263,3.32209794068006,407
"178","{A7} => {A11}",0.0188129526346458,0.323087919942816,0.0582285856988263,3.16320715751675,452
"179","{A7} => {A2}",0.0271372679597103,0.466047176554682,0.0582285856988263,4.37905727958654,652
"180","{A2} => {A7}",0.0271372679597103,0.254986312084474,0.10642637143095,4.37905727958654,652
"181","{A17} => {A12}",0.0160243070007492,0.285608308605341,0.0561058852909348,4.17398127892453,385
"182","{A17} => {A11}",0.0149421460084908,0.266320474777448,0.0561058852909348,2.60742287163935,359
"183","{B1} => {B10}",0.0161491717306252,0.268884268884269,0.0600599350703405,2.67503662286271,388
"184","{B1} => {B4}",0.0217264629984184,0.361746361746362,0.0600599350703405,2.70588981547886,522
"185","{A13} => {A15}",0.0183551152917673,0.308823529411765,0.0594356114209606,3.33174410311947,441
"186","{A13} => {A1}",0.0158994422708732,0.26750700280112,0.0594356114209606,3.05471637324131,382
"187","{A13} => {A11}",0.0201864646632814,0.339635854341737,0.0594356114209606,3.32522047123658,485
"188","{A13} => {B4}",0.0155248480812453,0.261204481792717,0.0594356114209606,1.95382904095636,373
"189","{A8} => {A6}",0.0196870057437776,0.344752186588921,0.0571048031299426,5.28253573659785,473
"190","{A6} => {A8}",0.0196870057437776,0.301658163265306,0.0652626321485058,5.28253573659785,473
"191","{A8} => {A9}",0.0216432198451677,0.379008746355685,0.0571048031299426,5.65945564943548,520
"192","{A9} => {A8}",0.0216432198451677,0.323182100683654,0.066969116790144,5.65945564943548,520
"193","{A8} => {A12}",0.0178140347956381,0.311953352769679,0.0571048031299426,4.55899711292233,428
"194","{A12} => {A8}",0.0178140347956381,0.260340632603406,0.0684258719720303,4.55899711292233,428
"195","{A8} => {A3}",0.0215599766919171,0.377551020408163,0.0571048031299426,5.57874588949971,518
"196","{A3} => {A8}",0.0215599766919171,0.318573185731857,0.0676766835927745,5.57874588949971,518
"197","{A8} => {A10}",0.0219761924581703,0.384839650145773,0.0571048031299426,5.11402512964731,528
"198","{A10} => {A8}",0.0219761924581703,0.292035398230089,0.0752518105385832,5.11402512964731,528
"199","{A8} => {A5}",0.024390243902439,0.427113702623907,0.0571048031299426,5.26517897344381,586
"200","{A5} => {A8}",0.024390243902439,0.300667008722422,0.0811204528427537,5.26517897344381,586
"201","{A8} => {A1}",0.016773495380005,0.293731778425656,0.0571048031299426,3.3541823709386,403
"202","{A8} => {A11}",0.0202697078165321,0.354956268221574,0.0571048031299426,3.47521568879036,487
"203","{A8} => {A2}",0.0270124032298343,0.473032069970845,0.0571048031299426,4.44468850728179,649
"204","{A2} => {A8}",0.0270124032298343,0.253813062182245,0.10642637143095,4.44468850728179,649
"205","{P15} => {P1}",0.0168567385332556,0.3,0.0561891284441855,3.18084730803177,405
"206","{P6} => {P1}",0.0180221426787647,0.308624376336422,0.0583950720053276,3.27229005554231,433
"207","{A6} => {A9}",0.0249313243985682,0.382015306122449,0.0652626321485058,5.70435036973149,599
"208","{A9} => {A6}",0.0249313243985682,0.372280919825979,0.066969116790144,5.70435036973149,599
"209","{A6} => {A12}",0.0210605177724132,0.322704081632653,0.0652626321485058,4.71611208351954,506
"210","{A12} => {A6}",0.0210605177724132,0.307785888077859,0.0684258719720303,4.71611208351954,506
"211","{A6} => {A3}",0.0221426787646716,0.339285714285714,0.0652626321485058,5.01333245475312,532
"212","{A3} => {A6}",0.0221426787646716,0.327183271832718,0.0676766835927745,5.01333245475312,532
"213","{A6} => {A10}",0.0250145675518189,0.383290816326531,0.0652626321485058,5.09344311563121,601
"214","{A10} => {A6}",0.0250145675518189,0.332411504424779,0.0752518105385832,5.09344311563121,601
"215","{A6} => {A5}",0.0242237575959377,0.371173469387755,0.0652626321485058,4.57558428707553,582
"216","{A5} => {A6}",0.0242237575959377,0.298614674191893,0.0811204528427537,4.57558428707553,582
"217","{A6} => {A1}",0.0197702488970282,0.302933673469388,0.0652626321485058,3.45926066481726,475
"218","{A6} => {A11}",0.0189378173645218,0.290178571428571,0.0652626321485058,2.84100666550239,455
"219","{A6} => {A2}",0.0245983517855656,0.376913265306122,0.0652626321485058,3.54154012993543,591
"220","{B13} => {B10}",0.0362940148172813,0.487150837988827,0.0745026221593274,4.84649525197497,872
"221","{B10} => {B13}",0.0362940148172813,0.361076604554865,0.100516107550154,4.84649525197497,872
"222","{B24} => {B10}",0.0192707899775243,0.28180158247109,0.068384250395405,2.80354650950327,463
"223","{A9} => {A12}",0.0233080829101806,0.348042262274705,0.066969116790144,5.08641325633337,560
"224","{A12} => {A9}",0.0233080829101806,0.340632603406326,0.0684258719720303,5.08641325633337,560
"225","{A9} => {A3}",0.0217680845750437,0.325046612802983,0.066969116790144,4.80293352964605,523
"226","{A3} => {A9}",0.0217680845750437,0.321648216482165,0.0676766835927745,4.80293352964605,523
"227","{A9} => {A10}",0.028261050528594,0.42200124300808,0.066969116790144,5.60785501355759,679
"228","{A10} => {A9}",0.028261050528594,0.375553097345133,0.0752518105385832,5.60785501355759,679
"229","{A9} => {A5}",0.0254307833180721,0.379738968303294,0.066969116790144,4.68117416749869,611
"230","{A5} => {A9}",0.0254307833180721,0.313494099538225,0.0811204528427537,4.68117416749869,611
"231","{A9} => {A1}",0.0199367352035295,0.297700435052828,0.066969116790144,3.39950126073158,479
"232","{A9} => {A11}",0.0216432198451677,0.323182100683654,0.066969116790144,3.16412923839669,520
"233","{A9} => {A2}",0.0256388912011987,0.382846488502175,0.066969116790144,3.59728968821012,616
"234","{A12} => {A3}",0.0197286273204029,0.288321167883212,0.0684258719720303,4.26027329616362,474
"235","{A3} => {A12}",0.0197286273204029,0.291512915129151,0.0676766835927745,4.26027329616362,474
"236","{A12} => {A10}",0.0234745692166819,0.343065693430657,0.0684258719720303,4.55890284865319,564
"237","{A10} => {A12}",0.0234745692166819,0.311946902654867,0.0752518105385832,4.55890284865319,564
"238","{A12} => {A5}",0.0228086239906768,0.333333333333333,0.0684258719720303,4.1091157858731,548
"239","{A5} => {A12}",0.0228086239906768,0.281169830682401,0.0811204528427537,4.1091157858731,548
"240","{A12} => {A1}",0.0201864646632814,0.295012165450122,0.0684258719720303,3.36880336839573,485
"241","{A12} => {A11}",0.0201448430866561,0.294403892944039,0.0684258719720303,2.88237487036409,484
"242","{A12} => {A2}",0.0223924082244235,0.327250608272506,0.0684258719720303,3.07490149173063,538
"243","{A3} => {A10}",0.0214767335386664,0.317343173431734,0.0676766835927745,4.21708356464096,516
"244","{A10} => {A3}",0.0214767335386664,0.285398230088496,0.0752518105385832,4.21708356464096,516
"245","{A3} => {A5}",0.0284691584117206,0.420664206642066,0.0676766835927745,5.18567379619409,684
"246","{A5} => {A3}",0.0284691584117206,0.350949204720369,0.0811204528427537,5.18567379619409,684
"247","{A3} => {A1}",0.0249313243985682,0.368388683886839,0.0676766835927745,4.20670461932756,599
"248","{A1} => {A3}",0.0249313243985682,0.284695817490494,0.0875717972196787,4.20670461932756,599
"249","{A3} => {A11}",0.021934570881545,0.324108241082411,0.0676766835927745,3.17319665861695,527
"250","{A3} => {A2}",0.0337967202197619,0.499384993849939,0.0676766835927745,4.6923049910984,812
"251","{A2} => {A3}",0.0337967202197619,0.317559640203363,0.10642637143095,4.6923049910984,812
"252","{A10} => {A5}",0.0263880795804545,0.350663716814159,0.0752518105385832,4.32275344288199,634
"253","{A5} => {A10}",0.0263880795804545,0.325295023088763,0.0811204528427537,4.32275344288199,634
"254","{A10} => {A1}",0.0211021393490385,0.280420353982301,0.0752518105385832,3.20217653268953,507
"255","{A10} => {A11}",0.0263048364272039,0.349557522123894,0.0752518105385832,3.4223590165235,632
"256","{A11} => {A10}",0.0263048364272039,0.257538712306438,0.102139349038542,3.4223590165235,632
"257","{A10} => {A2}",0.0293432115208524,0.389933628318584,0.0752518105385832,3.66388164019644,705
"258","{A2} => {A10}",0.0293432115208524,0.275713727023856,0.10642637143095,3.66388164019644,705
"259","{A5} => {A1}",0.0233080829101806,0.287326834273987,0.0811204528427537,3.2810430229405,560
"260","{A1} => {A5}",0.0233080829101806,0.26615969581749,0.0875717972196787,3.2810430229405,560
"261","{A5} => {A11}",0.0241821360193124,0.298101590559261,0.0811204528427537,2.9185773491348,581
"262","{A5} => {A2}",0.0363772579705319,0.448435094920472,0.0811204528427537,4.21357121257695,874
"263","{A2} => {A5}",0.0363772579705319,0.341806804849433,0.10642637143095,4.21357121257695,874
"264","{A1} => {A11}",0.0268459169233331,0.306558935361217,0.0875717972196787,3.00137937285599,645
"265","{A11} => {A1}",0.0268459169233331,0.262836185819071,0.102139349038542,3.00137937285599,645
"266","{A1} => {A2}",0.0358361774744027,0.409220532319392,0.0875717972196787,3.84510461850047,861
"267","{A2} => {A1}",0.0358361774744027,0.336722721939773,0.10642637143095,3.84510461850047,861
"268","{A11} => {A2}",0.0343378007158911,0.336185819070905,0.102139349038542,3.15885822800061,825
"269","{A2} => {A11}",0.0343378007158911,0.322643723113023,0.10642637143095,3.15885822800061,825
"270","{B12,B14} => {B10}",0.010447015732956,0.711048158640227,0.0146924165487389,7.07397228136235,251
"271","{B10,B14} => {B12}",0.010447015732956,0.486434108527132,0.0214767335386664,9.16632618939049,251
"272","{B10,B12} => {B14}",0.010447015732956,0.392801251956182,0.0265961874635811,8.91165522143458,251
"273","{B11,B14} => {B10}",0.00969782735370016,0.645429362880886,0.0150253891617414,6.42115357042492,233
"274","{B10,B14} => {B11}",0.00969782735370016,0.451550387596899,0.0214767335386664,7.58137638882117,233
"275","{B10,B11} => {B14}",0.00969782735370016,0.383223684210526,0.0253059185881961,8.69436471845336,233
"276","{B13,B14} => {B10}",0.009031882127695,0.713815789473684,0.0126529592940981,7.1015064836003,217
"277","{B10,B14} => {B13}",0.009031882127695,0.420542635658915,0.0214767335386664,5.6446689186263,217
"278","{P2,P3} => {P1}",0.0108216099225839,0.875420875420875,0.0123616082577208,9.2819337832577,260
"279","{P1,P2} => {P3}",0.0108216099225839,0.485074626865672,0.0223091650711729,11.6195443520186,260
"280","{P1,P3} => {P2}",0.0108216099225839,0.502901353965184,0.0215183551152918,13.3216184458297,260
"281","{P3,P4} => {P1}",0.00911512528094564,0.732441471571906,0.0124448514109714,7.76594827713443,219
"282","{P1,P4} => {P3}",0.00911512528094564,0.542079207920792,0.0168151169566303,12.9850399297158,219
"283","{P1,P3} => {P4}",0.00911512528094564,0.423597678916828,0.0215183551152918,10.2801594279351,219
"284","{B12,B15} => {B10}",0.00928161158744693,0.710191082802548,0.0130691750603513,7.06544553019214,223
"285","{B10,B12} => {B15}",0.00928161158744693,0.348982785602504,0.0265961874635811,6.19251137879303,223
