"","rules","support","confidence","lift","itemset"
"59","{P78} => {P1}",0.00532756180804129,0.337730870712401,3.58090110314923,30
"60","{P1} => {P78}",0.00532756180804129,0.0564872021182701,3.58090110314923,30
"61","{A31} => {A23}",0.00657620910680097,0.138353765323993,8.72463927998492,31
"62","{A23} => {A31}",0.00657620910680097,0.414698162729659,8.72463927998492,31
"63","{A4} => {A23}",0.00624323649379839,0.0674460431654676,4.25317226533734,32
"64","{A23} => {A4}",0.00624323649379839,0.393700787401575,4.25317226533734,32
"65","{P11} => {P10}",0.00582702072754516,0.21505376344086,13.5258683780893,33
"66","{P10} => {P11}",0.00582702072754516,0.366492146596859,13.5258683780893,33
"67","{P2} => {P10}",0.00557729126779322,0.14773980154355,9.29213736095638,34
"68","{P10} => {P2}",0.00557729126779322,0.350785340314136,9.29213736095638,34
"69","{P4} => {P10}",0.00699242487305419,0.16969696969697,10.6731397747105,35
"70","{P10} => {P4}",0.00699242487305419,0.43979057591623,10.6731397747105,35
"71","{P3} => {P10}",0.00674269541330226,0.161515453639083,10.1585609663157,36
"72","{P10} => {P3}",0.00674269541330226,0.424083769633508,10.1585609663157,36
"73","{P15} => {P10}",0.00541080496129193,0.0962962962962963,6.05658328485554,37
"74","{P10} => {P15}",0.00541080496129193,0.340314136125654,6.05658328485554,37
"75","{P10} => {P1}",0.00740864063930742,0.465968586387435,4.94058307879281,38
"76","{P1} => {P10}",0.00740864063930742,0.0785525154457193,4.94058307879281,38
"77","{A41} => {A27}",0.00503621077166403,0.182779456193353,11.2601518320552,39
"78","{A27} => {A41}",0.00503621077166403,0.31025641025641,11.2601518320552,39
"79","{A31} => {A27}",0.00657620910680097,0.138353765323993,8.52330145044681,40
"80","{A27} => {A31}",0.00657620910680097,0.405128205128205,8.52330145044681,40
"81","{A4} => {A27}",0.00740864063930742,0.0800359712230216,4.9306262682162,41
"82","{A27} => {A4}",0.00740864063930742,0.456410256410256,4.9306262682162,41
"83","{P60} => {P55}",0.00649296595355032,0.347438752783964,21.1867093258567,42
"84","{P55} => {P60}",0.00649296595355032,0.395939086294416,21.1867093258567,42
"85","{P55} => {P49}",0.00653458753017564,0.398477157360406,15.9033424962477,43
"86","{P49} => {P55}",0.00653458753017564,0.260797342192691,15.9033424962477,43
"87","{P55} => {P1}",0.00536918338466661,0.32741116751269,3.47148310267427,44
"88","{P1} => {P55}",0.00536918338466661,0.0569285083848191,3.47148310267427,44
"89","{P34} => {P33}",0.00782485640556064,0.474747474747475,14.9101736317423,45
"90","{P33} => {P34}",0.00782485640556064,0.245751633986928,14.9101736317423,45
"91","{P34} => {P1}",0.00503621077166403,0.305555555555556,3.23975188781014,46
"92","{P1} => {P34}",0.00503621077166403,0.0533980582524272,3.23975188781014,46
"93","{P36} => {P33}",0.00536918338466661,0.323308270676692,10.1539928252003,47
"94","{P33} => {P36}",0.00536918338466661,0.168627450980392,10.1539928252003,47
"95","{P82} => {P77}",0.00670107383667693,0.242835595776772,14.1610874372154,48
"96","{P77} => {P82}",0.00670107383667693,0.390776699029126,14.1610874372154,48
"97","{P77} => {P1}",0.00570215599766919,0.33252427184466,3.52569644984104,49
"98","{P1} => {P77}",0.00570215599766919,0.060458958517211,3.52569644984104,49
"99","{B33} => {B19}",0.00632647964704903,0.363636363636364,9.03487825514713,50
"100","{B19} => {B33}",0.00632647964704903,0.157187176835574,9.03487825514713,50
"101","{B33} => {B31}",0.0055356696911679,0.318181818181818,6.13534218590398,51
"102","{B31} => {B33}",0.0055356696911679,0.106741573033708,6.13534218590398,51
"103","{B33} => {B23}",0.00624323649379839,0.358851674641148,6.90846981965403,52
"104","{B23} => {B33}",0.00624323649379839,0.120192307692308,6.90846981965403,52
"105","{B33} => {B24}",0.0068259385665529,0.392344497607655,5.73735173434055,53
"106","{B24} => {B33}",0.0068259385665529,0.0998174071819842,5.73735173434055,53
"107","{B33} => {B13}",0.00541080496129193,0.311004784688995,4.17441394242335,54
"108","{B13} => {B33}",0.00541080496129193,0.0726256983240224,4.17441394242335,54
"109","{B33} => {B10}",0.00690918171980355,0.397129186602871,3.95090096783461,55
"110","{B10} => {B33}",0.00690918171980355,0.0687370600414079,3.95090096783461,55
"111","{C48} => {C35}",0.00503621077166403,0.284037558685446,9.84745510097623,56
"112","{C35} => {C48}",0.00503621077166403,0.174603174603175,9.84745510097623,56
"113","{A29} => {A26}",0.00690918171980355,0.268174474959612,15.0190208283908,57
"114","{A26} => {A29}",0.00690918171980355,0.386946386946387,15.0190208283908,57
"115","{A41} => {A26}",0.00536918338466661,0.194864048338369,10.9132951640504,58
"116","{A26} => {A41}",0.00536918338466661,0.300699300699301,10.9132951640504,58
"117","{A31} => {A26}",0.00595188545742113,0.125218914185639,7.0128429655575,59
"118","{A26} => {A31}",0.00595188545742113,0.333333333333333,7.0128429655575,59
"119","{A4} => {A26}",0.00699242487305419,0.0755395683453237,4.23056799315792,60
"120","{A26} => {A4}",0.00699242487305419,0.391608391608392,4.23056799315792,60
"121","{B7} => {B4}",0.00728377590943145,0.405092592592593,3.0301228610304,61
"122","{B4} => {B7}",0.00728377590943145,0.0544831880448319,3.0301228610304,61
"123","{A39} => {A37}",0.00557729126779322,0.309468822170901,10.9182054647255,62
"124","{A37} => {A39}",0.00557729126779322,0.196769456681351,10.9182054647255,62
"125","{A39} => {A17}",0.00557729126779322,0.309468822170901,5.5157996450134,63
"126","{A17} => {A39}",0.00557729126779322,0.099406528189911,5.5157996450134,63
"127","{A38} => {A11}",0.00574377757429451,0.317972350230415,3.11312293668946,64
"128","{A11} => {A38}",0.00574377757429451,0.0562347188264059,3.11312293668946,64
"129","{A4} => {A35}",0.00578539915091984,0.0625,3.35184151785714,65
"130","{A35} => {A4}",0.00578539915091984,0.310267857142857,3.35184151785714,65
"131","{A35} => {A15}",0.00620161491717306,0.332589285714286,3.5881410770415,66
"132","{A15} => {A35}",0.00620161491717306,0.0669061517736866,3.5881410770415,66
"133","{C59} => {C58}",0.00557729126779322,0.299107142857143,14.7867247207525,67
"134","{C58} => {C59}",0.00557729126779322,0.275720164609054,14.7867247207525,67
"135","{C59} => {C55}",0.00570215599766919,0.305803571428571,13.2861421467321,68
"136","{C55} => {C59}",0.00570215599766919,0.247739602169982,13.2861421467321,68
"137","{C59} => {C57}",0.00674269541330226,0.361607142857143,11.6930998846376,69
"138","{C57} => {C59}",0.00674269541330226,0.218034993270525,11.6930998846376,69
"139","{C59} => {C56}",0.00757512694580871,0.40625,9.5225,70
"140","{C56} => {C59}",0.00757512694580871,0.177560975609756,9.5225,70
"141","{P60} => {P49}",0.00636810122367435,0.34075723830735,13.5997232683927,71
"142","{P49} => {P60}",0.00636810122367435,0.254152823920266,13.5997232683927,71
"143","{P60} => {P1}",0.00549404811454258,0.293986636971047,3.11708867602223,72
"144","{P1} => {P60}",0.00549404811454258,0.058252427184466,3.11708867602223,72
"145","{P82} => {P61}",0.00753350536918338,0.273001508295626,14.5435348964761,73
"146","{P61} => {P82}",0.00753350536918338,0.401330376940133,14.5435348964761,73
"147","{P61} => {P1}",0.00599350703404645,0.319290465631929,3.38538072695178,74
"148","{P1} => {P61}",0.00599350703404645,0.0635481023830538,3.38538072695178,74
"149","{B8} => {B1}",0.00507783234828935,0.268131868131868,4.46440489517413,75
"150","{B1} => {B8}",0.00507783234828935,0.0845460845460845,4.46440489517413,75
"151","{B8} => {B4}",0.00782485640556064,0.413186813186813,3.09066823587372,76
"152","{B4} => {B8}",0.00782485640556064,0.0585305105853051,3.09066823587372,76
"153","{B30} => {B28}",0.00657620910680097,0.188995215311005,9.9144083909655,77
"154","{B28} => {B30}",0.00657620910680097,0.344978165938865,9.9144083909655,77
"155","{B28} => {B19}",0.00765837009905935,0.40174672489083,9.98176505918001,78
"156","{B19} => {B28}",0.00765837009905935,0.190279214064116,9.98176505918001,78
"157","{B28} => {B26}",0.0055356696911679,0.290393013100437,6.19625446958356,79
"158","{B26} => {B28}",0.0055356696911679,0.118117229129663,6.19625446958356,79
"159","{B32} => {B28}",0.0059102638807958,0.114147909967846,5.98802987966694,80
"160","{B28} => {B32}",0.0059102638807958,0.310043668122271,5.98802987966694,80
"161","{B31} => {B28}",0.00786647798218596,0.151685393258427,7.9571905205829,81
"162","{B28} => {B31}",0.00786647798218596,0.412663755458515,7.9571905205829,81
"163","{B28} => {B23}",0.00794972113543661,0.41703056768559,8.02850674616504,82
"164","{B23} => {B28}",0.00794972113543661,0.153044871794872,8.02850674616504,82
"165","{B28} => {B15}",0.00574377757429451,0.301310043668122,5.34658427560584,83
"166","{B15} => {B28}",0.00574377757429451,0.10192023633678,5.34658427560584,83
"167","{B28} => {B24}",0.00774161325231,0.406113537117904,5.9386998434539,84
"168","{B24} => {B28}",0.00774161325231,0.113207547169811,5.9386998434539,84
"169","{B28} => {B13}",0.00561891284441855,0.294759825327511,3.95636847112781,85
"170","{B13} => {B28}",0.00561891284441855,0.0754189944134078,3.95636847112781,85
"171","{B28} => {B10}",0.00649296595355032,0.34061135371179,3.38862458976376,86
"172","{B10} => {B28}",0.00649296595355032,0.0645962732919255,3.38862458976376,86
"173","{P18} => {P13}",0.00507783234828935,0.231939163498099,11.9072015859088,87
"174","{P13} => {P18}",0.00507783234828935,0.260683760683761,11.9072015859088,87
"175","{P7} => {P13}",0.00545242653791726,0.232269503546099,11.9241604534158,88
"176","{P13} => {P7}",0.00545242653791726,0.27991452991453,11.9241604534158,88
"177","{P13} => {P11}",0.00532756180804129,0.273504273504274,10.0940302230625,89
"178","{P11} => {P13}",0.00532756180804129,0.196620583717358,10.0940302230625,89
"179","{P4} => {P13}",0.00599350703404645,0.145454545454545,7.46728826728827,90
"180","{P13} => {P4}",0.00599350703404645,0.307692307692308,7.46728826728827,90
"181","{P3} => {P13}",0.006451344376925,0.154536390827517,7.93352847440584,91
"182","{P13} => {P3}",0.006451344376925,0.331196581196581,7.93352847440584,91
"183","{P15} => {P13}",0.00516107550154,0.0918518518518519,4.71545425767648,92
"184","{P13} => {P15}",0.00516107550154,0.264957264957265,4.71545425767648,92
"185","{P6} => {P13}",0.00549404811454258,0.0940841054882395,4.83005281722317,93
"186","{P13} => {P6}",0.00549404811454258,0.282051282051282,4.83005281722317,93
"187","{P13} => {P1}",0.00715891117955548,0.367521367521368,3.89676450841499,94
"188","{P1} => {P13}",0.00715891117955548,0.0759046778464254,3.89676450841499,94
"189","{A41} => {A28}",0.00674269541330226,0.244712990936556,12.5095198303015,95
"190","{A28} => {A41}",0.00674269541330226,0.34468085106383,12.5095198303015,95
"191","{A31} => {A28}",0.0103637725797053,0.218038528896672,11.1459440324925,96
"192","{A28} => {A31}",0.0103637725797053,0.529787234042553,11.1459440324925,96
"193","{A4} => {A28}",0.00603512861067177,0.0651978417266187,3.33285818153987,97
"194","{A28} => {A4}",0.00603512861067177,0.308510638297872,3.33285818153987,97
"195","{A28} => {A15}",0.00516107550154,0.263829787234043,2.84632890349578,98
"196","{A15} => {A28}",0.00516107550154,0.0556802873821284,2.84632890349578,98
"198","{A28} => {B4}",0.00541080496129193,0.276595744680851,2.0689568373917,99
"199","{C42} => {C41}",0.00507783234828935,0.257928118393235,9.15359080135281,100
"200","{C41} => {C42}",0.00507783234828935,0.180206794682422,9.15359080135281,100
"201","{C5} => {C42}",0.00520269707816532,0.0760340632603406,3.86214461710982,101
"202","{C42} => {C5}",0.00520269707816532,0.264270613107822,3.86214461710982,101
"203","{A20} => {A11}",0.00586864230417048,0.296218487394958,2.90014074089293,102
"204","{A11} => {A20}",0.00586864230417048,0.0574572127139364,2.90014074089293,102
"205","{C19} => {B10}",0.00507783234828935,0.252587991718426,2.51291059587036,103
"206","{B10} => {C19}",0.00507783234828935,0.0505175983436853,2.51291059587036,103
"207","{C36} => {C26}",0.0059102638807958,0.291581108829569,14.4742308279736,104
"208","{C26} => {C36}",0.0059102638807958,0.293388429752066,14.4742308279736,104
"209","{C33} => {C26}",0.00536918338466661,0.213576158940397,10.6020264353347,105
"210","{C26} => {C33}",0.00536918338466661,0.266528925619835,10.6020264353347,105
"211","{C40} => {C26}",0.00503621077166403,0.122842639593909,6.09796954314721,106
"212","{C26} => {C40}",0.00503621077166403,0.25,6.09796954314721,106
"213","{C26} => {C17}",0.00507783234828935,0.252066115702479,4.38850760570128,107
"214","{C17} => {C26}",0.00507783234828935,0.0884057971014493,4.38850760570128,107
"215","{C58} => {C55}",0.0072005327561808,0.3559670781893,15.4655786990527,108
"216","{C55} => {C58}",0.0072005327561808,0.312839059674503,15.4655786990527,108
"217","{C58} => {C57}",0.00520269707816532,0.257201646090535,8.3169942785615,109
"218","{C57} => {C58}",0.00520269707816532,0.168236877523553,8.3169942785615,109
"219","{C58} => {C56}",0.00649296595355032,0.320987654320988,7.52395061728395,110
"220","{C56} => {C58}",0.00649296595355032,0.15219512195122,7.52395061728395,110
"221","{C36} => {C33}",0.00561891284441855,0.277207392197125,11.0267960346492,111
"222","{C33} => {C36}",0.00561891284441855,0.223509933774834,11.0267960346492,111
"223","{C5} => {C36}",0.0055356696911679,0.0809002433090024,3.9911894163082,112
"224","{C36} => {C5}",0.0055356696911679,0.273100616016427,3.9911894163082,112
"225","{C36} => {B4}",0.00545242653791726,0.268993839835729,2.01209402113737,113
"227","{C5} => {C15}",0.00545242653791726,0.079683698296837,3.90710313322409,114
"228","{C15} => {C5}",0.00545242653791726,0.26734693877551,3.90710313322409,114
"229","{B34} => {B29}",0.00582702072754516,0.25089605734767,12.2770441422304,115
"230","{B29} => {B34}",0.00582702072754516,0.285132382892057,12.2770441422304,115
"231","{B29} => {B19}",0.00520269707816532,0.254582484725051,6.32533482730514,116
"232","{B19} => {B29}",0.00520269707816532,0.129265770423992,6.32533482730514,116
"233","{B29} => {B26}",0.00524431865479064,0.256619144602851,5.4756053003802,117
"234","{B26} => {B29}",0.00524431865479064,0.11190053285968,5.4756053003802,117
"235","{B32} => {B29}",0.00536918338466661,0.103697749196141,5.07422020811913,118
"236","{B29} => {B32}",0.00536918338466661,0.262729124236253,5.07422020811913,118
"237","{B31} => {B29}",0.00503621077166403,0.0971107544141252,4.75190017424393,119
"238","{B29} => {B31}",0.00503621077166403,0.246435845213849,4.75190017424393,119
"239","{B29} => {B23}",0.00532756180804129,0.260692464358452,5.01874771528539,120
"240","{B23} => {B29}",0.00532756180804129,0.102564102564103,5.01874771528539,120
"241","{B29} => {B11}",0.00690918171980355,0.338085539714868,5.67634044527562,121
"242","{B11} => {B29}",0.00690918171980355,0.116002795248078,5.67634044527562,121
"243","{B29} => {B24}",0.0068259385665529,0.334012219959267,4.88434424634287,122
"244","{B24} => {B29}",0.0068259385665529,0.0998174071819842,4.88434424634288,122
"245","{B29} => {B13}",0.00520269707816532,0.254582484725051,3.41709428938775,123
"246","{B13} => {B29}",0.00520269707816532,0.0698324022346369,3.41709428938775,123
"247","{B29} => {B10}",0.00711728960293016,0.34826883910387,3.46480626431038,124
"248","{B10} => {B29}",0.00711728960293016,0.0708074534161491,3.46480626431038,124
"250","{B29} => {B4}",0.00545242653791726,0.266802443991853,1.99570221648452,125
"251","{P50} => {P49}",0.00536918338466661,0.261663286004057,10.4430599826137,126
"252","{P49} => {P50}",0.00536918338466661,0.214285714285714,10.4430599826137,126
"253","{P50} => {P48}",0.00628485807042371,0.306288032454361,9.75978284847278,127
"254","{P48} => {P50}",0.00628485807042371,0.20026525198939,9.75978284847278,127
"255","{P50} => {P1}",0.0081162074419379,0.39553752535497,4.19381490916968,128
"256","{P1} => {P50}",0.0081162074419379,0.0860547219770521,4.19381490916968,128
"257","{P9} => {P7}",0.00528594023141597,0.256048387096774,10.9074796957218,129
"258","{P7} => {P9}",0.00528594023141597,0.225177304964539,10.9074796957218,129
"259","{P9} => {P2}",0.00545242653791726,0.264112903225806,6.99622559305758,130
"260","{P2} => {P9}",0.00545242653791726,0.144432194046307,6.99622559305758,130
"261","{P9} => {P4}",0.00561891284441855,0.272177419354839,6.60538856304985,131
"262","{P4} => {P9}",0.00561891284441855,0.136363636363636,6.60538856304985,131
"263","{P9} => {P3}",0.00557729126779322,0.270161290322581,6.47148071913292,132
"264","{P3} => {P9}",0.00557729126779322,0.133599202392822,6.47148071913292,132
"265","{P9} => {P6}",0.00520269707816532,0.252016129032258,4.31570884969995,133
"266","{P6} => {P9}",0.00520269707816532,0.0890947968638632,4.31570884969995,133
"267","{P9} => {P1}",0.00786647798218596,0.381048387096774,4.04018912108875,134
"268","{P1} => {P9}",0.00786647798218596,0.0834068843777582,4.04018912108875,134
"269","{A34} => {A32}",0.00711728960293016,0.340637450199203,14.8532765489765,135
"270","{A32} => {A34}",0.00711728960293016,0.310344827586207,14.8532765489765,135
"271","{A37} => {A34}",0.0072005327561808,0.254038179148311,12.1584089486401,136
"272","{A34} => {A37}",0.0072005327561808,0.344621513944223,12.1584089486401,136
"273","{A34} => {A17}",0.00819945059518855,0.392430278884462,6.99445836830719,137
"274","{A17} => {A34}",0.00819945059518855,0.146142433234421,6.99445836830719,137
"275","{A34} => {A12}",0.00574377757429451,0.274900398406374,4.01749207549365,138
"276","{A12} => {A34}",0.00574377757429451,0.083941605839416,4.01749207549365,138
"277","{A34} => {A11}",0.00528594023141597,0.252988047808765,2.4768911314806,139
"278","{A11} => {A34}",0.00528594023141597,0.0517522412387938,2.4768911314806,139
"279","{B9} => {B5}",0.00516107550154,0.164456233421751,7.62784838646908,140
"280","{B5} => {B9}",0.00516107550154,0.239382239382239,7.62784838646908,140
"281","{B5} => {B2}",0.00570215599766919,0.264478764478765,5.67861197083717,141
"282","{B2} => {B5}",0.00570215599766919,0.122430741733691,5.67861197083717,141
"283","{B5} => {B3}",0.00670107383667693,0.310810810810811,6.42092909762729,142
"284","{B3} => {B5}",0.00670107383667693,0.138435081685297,6.42092909762729,142
"285","{B5} => {B17}",0.00520269707816532,0.241312741312741,4.42916724429329,143
"286","{B17} => {B5}",0.00520269707816532,0.0954927425515661,4.42916724429329,143
"287","{B5} => {B1}",0.00715891117955548,0.332046332046332,5.52858293398834,144
"288","{B1} => {B5}",0.00715891117955548,0.119196119196119,5.52858293398834,144
"289","{B5} => {B13}",0.00503621077166403,0.233590733590734,3.13533573477708,145
"290","{B13} => {B5}",0.00503621077166403,0.0675977653631285,3.13533573477708,145
"291","{B5} => {B10}",0.00653458753017564,0.303088803088803,3.01532570725117,146
"292","{B10} => {B5}",0.00653458753017564,0.0650103519668737,3.01532570725117,146
"293","{B5} => {B4}",0.00953134104719887,0.442084942084942,3.30682839929415,147
"294","{B4} => {B5}",0.00953134104719887,0.0712951432129514,3.30682839929415,147
"295","{P82} => {P70}",0.00603512861067177,0.218702865761689,10.1439286733404,148
"296","{P70} => {P82}",0.00603512861067177,0.27992277992278,10.1439286733404,148
"297","{P70} => {P6}",0.00511945392491468,0.237451737451737,4.06629753671806,149
"298","{P6} => {P70}",0.00511945392491468,0.0876692801140413,4.06629753671806,149
"299","{P70} => {P1}",0.00678431698992758,0.314671814671815,3.33640998204105,150
"300","{P1} => {P70}",0.00678431698992758,0.0719329214474846,3.33640998204105,150
"301","{P7} => {P18}",0.00524431865479064,0.223404255319149,10.204392848475,151
"302","{P18} => {P7}",0.00524431865479064,0.239543726235741,10.204392848475,151
"303","{P8} => {P18}",0.00603512861067177,0.242070116861436,11.0569897865263,152
"304","{P18} => {P8}",0.00603512861067177,0.275665399239544,11.0569897865263,152
"305","{P18} => {P14}",0.00574377757429451,0.262357414448669,9.16191749933681,153
"306","{P14} => {P18}",0.00574377757429451,0.200581395348837,9.16191749933681,153
"307","{P2} => {P18}",0.00566053442104387,0.149944873208379,6.84900289677665,154
"308","{P18} => {P2}",0.00566053442104387,0.258555133079848,6.84900289677665,154
"309","{P18} => {P17}",0.00599350703404645,0.273764258555133,7.24389876216479,155
"310","{P17} => {P18}",0.00599350703404645,0.158590308370044,7.24389876216479,155
"311","{P4} => {P18}",0.00532756180804129,0.129292929292929,5.90568805930023,156
"312","{P18} => {P4}",0.00532756180804129,0.243346007604563,5.90568805930023,156
"313","{P3} => {P18}",0.00745026221593274,0.178464606181456,8.15169320934535,157
"314","{P18} => {P3}",0.00745026221593274,0.340304182509506,8.15169320934535,157
"315","{P18} => {P15}",0.00511945392491468,0.23384030418251,4.16166455428813,158
"316","{P15} => {P18}",0.00511945392491468,0.0911111111111111,4.16166455428813,158
"317","{P6} => {P18}",0.00640972280029968,0.109764789736279,5.01370501559667,159
"318","{P18} => {P6}",0.00640972280029968,0.29277566539924,5.01370501559667,159
"319","{P18} => {P1}",0.00828269374843919,0.378326996197719,4.01133469137087,160
"320","{P1} => {P18}",0.00828269374843919,0.087819947043248,4.01133469137087,160
"321","{C51} => {C41}",0.00511945392491468,0.233396584440228,8.28299311338391,161
"322","{C41} => {C51}",0.00511945392491468,0.181683899556869,8.28299311338391,161
"323","{C51} => {C50}",0.00640972280029968,0.292220113851992,9.59136674236061,162
"324","{C50} => {C51}",0.00640972280029968,0.210382513661202,9.59136674236061,162
"325","{C51} => {C49}",0.00574377757429451,0.261859582542694,8.21336596628039,163
"326","{C49} => {C51}",0.00574377757429451,0.180156657963446,8.21336596628039,163
"327","{C9} => {C51}",0.00665945226005161,0.195121951219512,8.89563567362429,164
"328","{C51} => {C9}",0.00665945226005161,0.303605313092979,8.89563567362429,164
"329","{C51} => {C40}",0.00520269707816532,0.23719165085389,5.78554985118331,165
"330","{C40} => {C51}",0.00520269707816532,0.126903553299492,5.78554985118331,165
"331","{C51} => {C5}",0.00511945392491468,0.233396584440228,3.41094059474508,166
"332","{C5} => {C51}",0.00511945392491468,0.0748175182481752,3.41094059474508,166
"333","{C3} => {C2}",0.0072005327561808,0.325800376647834,7.83551536470557,167
"334","{C2} => {C3}",0.0072005327561808,0.173173173173173,7.83551536470557,167
"335","{C3} => {C1}",0.00516107550154,0.233521657250471,5.43661951269362,168
"336","{C1} => {C3}",0.00516107550154,0.12015503875969,5.43661951269362,168
"337","{C3} => {C17}",0.00574377757429451,0.259887005649718,4.52467043314501,169
"338","{C17} => {C3}",0.00574377757429451,0.1,4.52467043314501,169
"339","{C5} => {C3}",0.00549404811454258,0.0802919708029197,3.63294706310913,170
"340","{C3} => {C5}",0.00549404811454258,0.248587570621469,3.63294706310913,170
"341","{C16} => {C14}",0.00545242653791726,0.2430426716141,5.49843995122445,171
"342","{C14} => {C16}",0.00545242653791726,0.123352165725047,5.49843995122445,171
"343","{C5} => {C16}",0.00628485807042371,0.0918491484184915,4.09418857124801,172
"344","{C16} => {C5}",0.00628485807042371,0.280148423005566,4.09418857124801,172
"345","{P82} => {P26}",0.00769999167568467,0.279034690799397,12.3920286157972,173
"346","{P26} => {P82}",0.00769999167568467,0.341959334565619,12.3920286157972,173
"347","{P26} => {P23}",0.00578539915091984,0.256931608133087,7.7259559662147,174
"348","{P23} => {P26}",0.00578539915091984,0.173967459324155,7.7259559662147,174
"349","{P26} => {P1}",0.00674269541330226,0.299445471349353,3.17496773814632,175
"350","{P1} => {P26}",0.00674269541330226,0.0714916151809356,3.17496773814632,175
"351","{A32} => {A22}",0.00516107550154,0.225045372050817,9.67252255615907,176
