"","rules","support","confidence","lift","itemset"
"139","{B28} => {B23}",0.00794972113543661,0.41703056768559,8.02850674616504,70
"140","{B23} => {B28}",0.00794972113543661,0.153044871794872,8.02850674616504,70
"141","{B31} => {B28}",0.00786647798218596,0.151685393258427,7.9571905205829,71
"142","{B28} => {B31}",0.00786647798218596,0.412663755458515,7.9571905205829,71
"143","{B32} => {B28}",0.0059102638807958,0.114147909967846,5.98802987966694,72
"144","{B28} => {B32}",0.0059102638807958,0.310043668122271,5.98802987966694,72
"145","{B28} => {B26}",0.0055356696911679,0.290393013100437,6.19625446958356,73
"146","{B26} => {B28}",0.0055356696911679,0.118117229129663,6.19625446958356,73
"147","{B28} => {B19}",0.00765837009905935,0.40174672489083,9.98176505918001,74
"148","{B19} => {B28}",0.00765837009905935,0.190279214064116,9.98176505918001,74
"149","{B30} => {B28}",0.00657620910680097,0.188995215311005,9.9144083909655,75
"150","{B28} => {B30}",0.00657620910680097,0.344978165938865,9.9144083909655,75
"151","{P37} => {P1}",0.00545242653791726,0.365921787709497,3.87980444461976,76
"152","{P1} => {P37}",0.00545242653791726,0.057811120917917,3.87980444461976,76
"153","{P6} => {P37}",0.00532756180804129,0.0912330719885959,6.12280946256426,77
"154","{P37} => {P6}",0.00532756180804129,0.357541899441341,6.12280946256426,77
"155","{P39} => {P37}",0.00570215599766919,0.20326409495549,13.6414054340799,78
"156","{P37} => {P39}",0.00570215599766919,0.38268156424581,13.6414054340799,78
"157","{C19} => {B10}",0.00507783234828935,0.252587991718426,2.51291059587036,79
"158","{B10} => {C19}",0.00507783234828935,0.0505175983436853,2.51291059587036,79
"159","{P61} => {P1}",0.00599350703404645,0.319290465631929,3.38538072695178,80
"160","{P1} => {P61}",0.00599350703404645,0.0635481023830538,3.38538072695178,80
"161","{P82} => {P61}",0.00753350536918338,0.273001508295626,14.5435348964761,81
"162","{P61} => {P82}",0.00753350536918338,0.401330376940133,14.5435348964761,81
"163","{P10} => {P1}",0.00740864063930742,0.465968586387435,4.94058307879281,82
"164","{P1} => {P10}",0.00740864063930742,0.0785525154457193,4.94058307879281,82
"165","{P15} => {P10}",0.00541080496129193,0.0962962962962963,6.05658328485554,83
"166","{P10} => {P15}",0.00541080496129193,0.340314136125654,6.05658328485554,83
"167","{P3} => {P10}",0.00674269541330226,0.161515453639083,10.1585609663157,84
"168","{P10} => {P3}",0.00674269541330226,0.424083769633508,10.1585609663157,84
"169","{P4} => {P10}",0.00699242487305419,0.16969696969697,10.6731397747105,85
"170","{P10} => {P4}",0.00699242487305419,0.43979057591623,10.6731397747105,85
"171","{P2} => {P10}",0.00557729126779322,0.14773980154355,9.29213736095638,86
"172","{P10} => {P2}",0.00557729126779322,0.350785340314136,9.29213736095638,86
"173","{P11} => {P10}",0.00582702072754516,0.21505376344086,13.5258683780893,87
"174","{P10} => {P11}",0.00582702072754516,0.366492146596859,13.5258683780893,87
"175","{C5} => {C16}",0.00628485807042371,0.0918491484184915,4.09418857124801,88
"176","{C16} => {C5}",0.00628485807042371,0.280148423005566,4.09418857124801,88
"177","{C16} => {C14}",0.00545242653791726,0.2430426716141,5.49843995122445,89
"178","{C14} => {C16}",0.00545242653791726,0.123352165725047,5.49843995122445,89
"179","{C48} => {C35}",0.00503621077166403,0.284037558685446,9.84745510097623,90
"180","{C35} => {C48}",0.00503621077166403,0.174603174603175,9.84745510097623,90
"181","{B5} => {B4}",0.00953134104719887,0.442084942084942,3.30682839929415,91
"182","{B4} => {B5}",0.00953134104719887,0.0712951432129514,3.30682839929415,91
"183","{B5} => {B10}",0.00653458753017564,0.303088803088803,3.01532570725117,92
"184","{B10} => {B5}",0.00653458753017564,0.0650103519668737,3.01532570725117,92
"185","{B5} => {B13}",0.00503621077166403,0.233590733590734,3.13533573477708,93
"186","{B13} => {B5}",0.00503621077166403,0.0675977653631285,3.13533573477708,93
"187","{B5} => {B1}",0.00715891117955548,0.332046332046332,5.52858293398834,94
"188","{B1} => {B5}",0.00715891117955548,0.119196119196119,5.52858293398834,94
"189","{B5} => {B3}",0.00670107383667693,0.310810810810811,6.42092909762729,95
"190","{B3} => {B5}",0.00670107383667693,0.138435081685297,6.42092909762729,95
"191","{B5} => {B17}",0.00520269707816532,0.241312741312741,4.42916724429329,96
"192","{B17} => {B5}",0.00520269707816532,0.0954927425515661,4.42916724429329,96
"193","{B5} => {B2}",0.00570215599766919,0.264478764478765,5.67861197083717,97
"194","{B2} => {B5}",0.00570215599766919,0.122430741733691,5.67861197083717,97
"195","{B9} => {B5}",0.00516107550154,0.164456233421751,7.62784838646908,98
"196","{B5} => {B9}",0.00516107550154,0.239382239382239,7.62784838646908,98
"197","{P13} => {P1}",0.00715891117955548,0.367521367521368,3.89676450841499,99
"198","{P1} => {P13}",0.00715891117955548,0.0759046778464254,3.89676450841499,99
"199","{P6} => {P13}",0.00549404811454258,0.0940841054882395,4.83005281722317,100
"200","{P13} => {P6}",0.00549404811454258,0.282051282051282,4.83005281722317,100
"201","{P15} => {P13}",0.00516107550154,0.0918518518518519,4.71545425767648,101
"202","{P13} => {P15}",0.00516107550154,0.264957264957265,4.71545425767648,101
"203","{P3} => {P13}",0.006451344376925,0.154536390827517,7.93352847440584,102
"204","{P13} => {P3}",0.006451344376925,0.331196581196581,7.93352847440584,102
"205","{P4} => {P13}",0.00599350703404645,0.145454545454545,7.46728826728827,103
"206","{P13} => {P4}",0.00599350703404645,0.307692307692308,7.46728826728827,103
"207","{P13} => {P11}",0.00532756180804129,0.273504273504274,10.0940302230625,104
"208","{P11} => {P13}",0.00532756180804129,0.196620583717358,10.0940302230625,104
"209","{P7} => {P13}",0.00545242653791726,0.232269503546099,11.9241604534158,105
"210","{P13} => {P7}",0.00545242653791726,0.27991452991453,11.9241604534158,105
"211","{P18} => {P13}",0.00507783234828935,0.231939163498099,11.9072015859088,106
"212","{P13} => {P18}",0.00507783234828935,0.260683760683761,11.9072015859088,106
"213","{P60} => {P1}",0.00549404811454258,0.293986636971047,3.11708867602223,107
"214","{P1} => {P60}",0.00549404811454258,0.058252427184466,3.11708867602223,107
"215","{P60} => {P49}",0.00636810122367435,0.34075723830735,13.5997232683927,108
"216","{P49} => {P60}",0.00636810122367435,0.254152823920266,13.5997232683927,108
"217","{C5} => {C3}",0.00549404811454258,0.0802919708029197,3.63294706310913,109
"218","{C3} => {C5}",0.00549404811454258,0.248587570621469,3.63294706310913,109
"219","{C3} => {C17}",0.00574377757429451,0.259887005649718,4.52467043314501,110
"220","{C17} => {C3}",0.00574377757429451,0.1,4.52467043314501,110
"221","{C3} => {C1}",0.00516107550154,0.233521657250471,5.43661951269362,111
"222","{C1} => {C3}",0.00516107550154,0.12015503875969,5.43661951269362,111
"223","{C3} => {C2}",0.0072005327561808,0.325800376647834,7.83551536470557,112
"224","{C2} => {C3}",0.0072005327561808,0.173173173173173,7.83551536470557,112
"225","{C59} => {C56}",0.00757512694580871,0.40625,9.5225,113
"226","{C56} => {C59}",0.00757512694580871,0.177560975609756,9.5225,113
"227","{C59} => {C57}",0.00674269541330226,0.361607142857143,11.6930998846376,114
"228","{C57} => {C59}",0.00674269541330226,0.218034993270525,11.6930998846376,114
"229","{C59} => {C55}",0.00570215599766919,0.305803571428571,13.2861421467321,115
"230","{C55} => {C59}",0.00570215599766919,0.247739602169982,13.2861421467321,115
"231","{C59} => {C58}",0.00557729126779322,0.299107142857143,14.7867247207525,116
"232","{C58} => {C59}",0.00557729126779322,0.275720164609054,14.7867247207525,116
"233","{C5} => {C42}",0.00520269707816532,0.0760340632603406,3.86214461710982,117
"234","{C42} => {C5}",0.00520269707816532,0.264270613107822,3.86214461710982,117
"235","{C42} => {C41}",0.00507783234828935,0.257928118393235,9.15359080135281,118
"236","{C41} => {C42}",0.00507783234828935,0.180206794682422,9.15359080135281,118
"237","{P9} => {P1}",0.00786647798218596,0.381048387096774,4.04018912108875,119
"238","{P1} => {P9}",0.00786647798218596,0.0834068843777582,4.04018912108875,119
"239","{P9} => {P6}",0.00520269707816532,0.252016129032258,4.31570884969995,120
"240","{P6} => {P9}",0.00520269707816532,0.0890947968638632,4.31570884969995,120
"241","{P9} => {P3}",0.00557729126779322,0.270161290322581,6.47148071913292,121
"242","{P3} => {P9}",0.00557729126779322,0.133599202392822,6.47148071913292,121
"243","{P9} => {P4}",0.00561891284441855,0.272177419354839,6.60538856304985,122
"244","{P4} => {P9}",0.00561891284441855,0.136363636363636,6.60538856304985,122
"245","{P9} => {P2}",0.00545242653791726,0.264112903225806,6.99622559305758,123
"246","{P2} => {P9}",0.00545242653791726,0.144432194046307,6.99622559305758,123
"247","{P9} => {P7}",0.00528594023141597,0.256048387096774,10.9074796957218,124
"248","{P7} => {P9}",0.00528594023141597,0.225177304964539,10.9074796957218,124
"249","{B6} => {B4}",0.00986431366020145,0.381028938906752,2.8501249334289,125
"250","{B4} => {B6}",0.00986431366020145,0.073785803237858,2.8501249334289,125
"251","{B6} => {B10}",0.00611837176392242,0.236334405144695,2.3512092828184,126
"252","{B10} => {B6}",0.00611837176392242,0.0608695652173913,2.3512092828184,126
"253","{B6} => {B1}",0.00611837176392242,0.236334405144695,3.93497603465449,127
"254","{B1} => {B6}",0.00611837176392242,0.101871101871102,3.93497603465449,127
"255","{B6} => {B3}",0.00745026221593274,0.287781350482315,5.94517173403964,128
"256","{B3} => {B6}",0.00745026221593274,0.153912295786758,5.94517173403964,128
"257","{B9} => {B6}",0.00532756180804129,0.169761273209549,6.5573703378338,129
"258","{B6} => {B9}",0.00532756180804129,0.205787781350482,6.5573703378338,129
"260","{B29} => {B4}",0.00545242653791726,0.266802443991853,1.99570221648452,130
"261","{B29} => {B10}",0.00711728960293016,0.34826883910387,3.46480626431038,131
"262","{B10} => {B29}",0.00711728960293016,0.0708074534161491,3.46480626431038,131
"263","{B29} => {B24}",0.0068259385665529,0.334012219959267,4.88434424634287,132
"264","{B24} => {B29}",0.0068259385665529,0.0998174071819842,4.88434424634288,132
"265","{B29} => {B13}",0.00520269707816532,0.254582484725051,3.41709428938775,133
"266","{B13} => {B29}",0.00520269707816532,0.0698324022346369,3.41709428938775,133
"267","{B29} => {B11}",0.00690918171980355,0.338085539714868,5.67634044527562,134
"268","{B11} => {B29}",0.00690918171980355,0.116002795248078,5.67634044527562,134
"269","{B29} => {B23}",0.00532756180804129,0.260692464358452,5.01874771528539,135
"270","{B23} => {B29}",0.00532756180804129,0.102564102564103,5.01874771528539,135
"271","{B31} => {B29}",0.00503621077166403,0.0971107544141252,4.75190017424393,136
"272","{B29} => {B31}",0.00503621077166403,0.246435845213849,4.75190017424393,136
"273","{B32} => {B29}",0.00536918338466661,0.103697749196141,5.07422020811913,137
"274","{B29} => {B32}",0.00536918338466661,0.262729124236253,5.07422020811913,137
"275","{B29} => {B26}",0.00524431865479064,0.256619144602851,5.4756053003802,138
"276","{B26} => {B29}",0.00524431865479064,0.11190053285968,5.4756053003802,138
"277","{B29} => {B19}",0.00520269707816532,0.254582484725051,6.32533482730514,139
"278","{B19} => {B29}",0.00520269707816532,0.129265770423992,6.32533482730514,139
"279","{B34} => {B29}",0.00582702072754516,0.25089605734767,12.2770441422304,140
"280","{B29} => {B34}",0.00582702072754516,0.285132382892057,12.2770441422304,140
"281","{C58} => {C56}",0.00649296595355032,0.320987654320988,7.52395061728395,141
"282","{C56} => {C58}",0.00649296595355032,0.15219512195122,7.52395061728395,141
"283","{C58} => {C57}",0.00520269707816532,0.257201646090535,8.3169942785615,142
"284","{C57} => {C58}",0.00520269707816532,0.168236877523553,8.3169942785615,142
"285","{C58} => {C55}",0.0072005327561808,0.3559670781893,15.4655786990527,143
"286","{C55} => {C58}",0.0072005327561808,0.312839059674503,15.4655786990527,143
"287","{A34} => {A11}",0.00528594023141597,0.252988047808765,2.4768911314806,144
"288","{A11} => {A34}",0.00528594023141597,0.0517522412387938,2.4768911314806,144
"289","{A34} => {A12}",0.00574377757429451,0.274900398406374,4.01749207549365,145
"290","{A12} => {A34}",0.00574377757429451,0.083941605839416,4.01749207549365,145
"291","{A34} => {A17}",0.00819945059518855,0.392430278884462,6.99445836830719,146
"292","{A17} => {A34}",0.00819945059518855,0.146142433234421,6.99445836830719,146
"293","{A37} => {A34}",0.0072005327561808,0.254038179148311,12.1584089486401,147
"294","{A34} => {A37}",0.0072005327561808,0.344621513944223,12.1584089486401,147
"295","{A34} => {A32}",0.00711728960293016,0.340637450199203,14.8532765489765,148
"296","{A32} => {A34}",0.00711728960293016,0.310344827586207,14.8532765489765,148
"297","{C5} => {C18}",0.00528594023141597,0.0772506082725061,3.16727493917275,149
"298","{C18} => {C5}",0.00528594023141597,0.216723549488055,3.16727493917275,149
"299","{C18} => {C17}",0.00653458753017564,0.267918088737201,4.66449275362319,150
"300","{C17} => {C18}",0.00653458753017564,0.113768115942029,4.66449275362319,150
"301","{C18} => {C1}",0.00678431698992758,0.278156996587031,6.47577519379845,151
"302","{C1} => {C18}",0.00678431698992758,0.157945736434109,6.47577519379845,151
"303","{C18} => {C14}",0.00620161491717306,0.254266211604096,5.75235404896422,152
"304","{C14} => {C18}",0.00620161491717306,0.14030131826742,5.75235404896422,152
"305","{C2} => {C18}",0.00511945392491468,0.123123123123123,5.04804804804805,153
"306","{C18} => {C2}",0.00511945392491468,0.209897610921502,5.04804804804805,153
"307","{C18} => {C13}",0.00615999334054774,0.252559726962457,7.18957345971564,154
"308","{C13} => {C18}",0.00615999334054774,0.175355450236967,7.18957345971564,154
"309","{A32} => {A2}",0.0059102638807958,0.257713248638838,2.42151682119544,155
"310","{A2} => {A32}",0.0059102638807958,0.0555338287055143,2.42151682119544,155
"311","{A32} => {A11}",0.006451344376925,0.281306715063521,2.7541463472356,156
"312","{A11} => {A32}",0.006451344376925,0.063162184189079,2.7541463472356,156
"313","{A5} => {A32}",0.00566053442104387,0.0697793740379682,3.04268464725267,157
"314","{A32} => {A5}",0.00566053442104387,0.246823956442831,3.04268464725267,157
"315","{A32} => {A10}",0.00611837176392242,0.266787658802178,3.54526564733469,158
"316","{A10} => {A32}",0.00611837176392242,0.0813053097345133,3.54526564733469,158
"317","{A32} => {A12}",0.00690918171980355,0.301270417422868,4.40287290085269,159
"318","{A12} => {A32}",0.00690918171980355,0.100973236009732,4.40287290085269,159
"319","{A9} => {A32}",0.00536918338466661,0.0801740211311373,3.49593653665464,160
"320","{A32} => {A9}",0.00536918338466661,0.234119782214156,3.49593653665464,160
"321","{A32} => {A17}",0.00761674852243403,0.332123411978221,5.91958241557029,161
"322","{A17} => {A32}",0.00761674852243403,0.135756676557863,5.91958241557029,161
"323","{A32} => {A21}",0.00620161491717306,0.270417422867514,5.7751546682799,162
"324","{A21} => {A32}",0.00620161491717306,0.132444444444444,5.7751546682799,162
"325","{A37} => {A32}",0.00711728960293016,0.251101321585903,10.94911134741,163
"326","{A32} => {A37}",0.00711728960293016,0.310344827586207,10.94911134741,163
"327","{A32} => {A22}",0.00516107550154,0.225045372050817,9.67252255615907,164
"328","{A22} => {A32}",0.00516107550154,0.221824686940966,9.67252255615907,164
"329","{C26} => {C17}",0.00507783234828935,0.252066115702479,4.38850760570128,165
"330","{C17} => {C26}",0.00507783234828935,0.0884057971014493,4.38850760570128,165
"331","{C40} => {C26}",0.00503621077166403,0.122842639593909,6.09796954314721,166
"332","{C26} => {C40}",0.00503621077166403,0.25,6.09796954314721,166
"333","{C33} => {C26}",0.00536918338466661,0.213576158940397,10.6020264353347,167
"334","{C26} => {C33}",0.00536918338466661,0.266528925619835,10.6020264353347,167
"335","{C36} => {C26}",0.0059102638807958,0.291581108829569,14.4742308279736,168
"336","{C26} => {C36}",0.0059102638807958,0.293388429752066,14.4742308279736,168
"337","{C6} => {B4}",0.00582702072754516,0.213740458015267,1.59879459659863,169
"339","{C6} => {C5}",0.00865728793806709,0.317557251908397,4.64089448561505,170
"340","{C5} => {C6}",0.00865728793806709,0.126520681265207,4.64089448561505,170
"341","{C7} => {C6}",0.00536918338466661,0.125730994152047,4.61192803892683,171
"342","{C6} => {C7}",0.00536918338466661,0.196946564885496,4.61192803892683,171
"343","{C6} => {C2}",0.00507783234828935,0.186259541984733,4.47955130703222,172
"344","{C2} => {C6}",0.00507783234828935,0.122122122122122,4.47955130703222,172
"345","{C9} => {C6}",0.00566053442104387,0.165853658536585,6.0836641221374,173
"346","{C6} => {C9}",0.00566053442104387,0.20763358778626,6.0836641221374,173
"347","{P50} => {P1}",0.0081162074419379,0.39553752535497,4.19381490916968,174
"348","{P1} => {P50}",0.0081162074419379,0.0860547219770521,4.19381490916968,174
"349","{P50} => {P48}",0.00628485807042371,0.306288032454361,9.75978284847278,175
"350","{P48} => {P50}",0.00628485807042371,0.20026525198939,9.75978284847278,175
"351","{P50} => {P49}",0.00536918338466661,0.261663286004057,10.4430599826137,176
